"rank","time","help","text"
"推荐","2018-12-10","1","以点见面，许多惯常的东西展现在大银幕上，观众才恍然大悟。该有的刺痛、敏感，都变得麻木了。缺点是太直白和抓马，前半小时难以入戏。"
"无评价","2018-01-28","1","太懂了。。。"
"推荐","2018-01-31","1","没话讲了，是狗是人命运都一样。"
"推荐","2018-12-29","2","青涩倔强的眉眼，微微驼背的青春期的身材，削瘦，孤单，不施粉黛也是一抹绝色。李玩的样子熟悉而遥远，总让我想起自己的初中时光。也许每个平凡人都是在李玩这样无奈的琐碎的环境里成长，最后并不是成为了“大人”，而只是一个被迫成熟的、终于认清“现实”的、老去的小孩……那些“大人”硬塞给我们一个个爱因斯坦，在我们终于被迫接受不完美的时候，又把我们支离破碎的甘之如饴夺走。是吧，是啊，一直都是这样，连最亲的人，在我们的孤单岁月里，连伸手扶我们一把的恩赐都懒得施舍。就是这样，你被迫接受失去，被迫失去快乐，被迫成长被迫成熟。"
"推荐","2018-12-09","1","“你见过真正的大人吗？”或许《狗十三》最大的意义正是为中国电影少有的青春残酷物语题材做了一种影像图谱式的填充。在此片中，我们最能体会到的就是成人以“爱”的名义对青少年进行的种种“合理施暴”，而在这种早已司空见惯的游戏规则下，每个小孩都变成了可以被规训或豢养的宠物，进而使得他们成了大人们观赏和炫耀的玩具。焦华静的剧本写得很好，强势的传统文化和社会机制被隐匿于暗潮涌动的家庭关系之间，而李玩寻狗长大的过程就是被成人世界“钳制”和“强奸”的一出青春挽歌。不过，我总认为这个片子可以拍的更好，交给曹保平这种类型片导演出来的效果还是显得匠气了许多。尤其是要与肯・洛奇的《小孩与鹰》和林赛・安德森的《如果》相比，《狗十三》始终差了好几个量级的水准。"
"力荐","2018-07-19","2","打一顿，再给颗蜜糖。“打你是因为爱你，你长大了就会明白。” 然后久而久之，就假装不叛逆了，就假装懂事听话了，就隐藏真正的想法了，反正也没用嘛，只会换几个耳光。 感觉自己会养不好孩子，所以不想养孩子。"
"推荐","2018-10-08","4","丢了一条狗，再买一条狗，取个相同的名字，是否能换来相同的温暖。喜欢一个人，讨厌一个人，刻上不同的纹身，是否能品尝不同的感情。红酒喝了，狗肉吃了，孩子们倒是越来越懂事了，大人们反而越来越疯狂了。有人双手鲜血淋漓，有人双眼满含泪滴，为何每次伤害都是以爱的名义。再回首，别养狗，莫装逼。"
"还行","2018-12-19","0","这电影要是能让人感动哭，那中国的万千孩子们每一个的故事挖出来，都是各自残酷的童真剥夺史"
"力荐","2018-12-05","2","这才是我们最真实的青春：表面上被温情脉脉的亲情所包裹，但这种温情却薄如窗纸，一捅即破，然后展开里面内核的压抑、残忍甚至惊悚。影片的英文名子叫Einstein & Einstein，前后两个名为爱因斯坦的狗，融合了孩子在成长过程中的心理和性格的转变。这种变化看起来是异常的，是大人用伪善、扭曲的亲情强施于人，是杀人不见血的“规训”式的，但这种手段、过程和结果却真实发生在我们每一个人的身上；我们这一代大多数人所受的教育和驯狗并无两样，听话了受到短暂的赞赏，不听话就要被无情抛弃，这种方式比打骂更扼杀人的心灵。更为不幸的是，我们的上一代，甚至我们的下一代，大家都已经或即将面临同样的处境，施害者和受害者的身份世代更迭，恶性循环早已根深蒂固，每个人都是牺牲品。一如片名，真是个让人绝望的狗B（13）世界啊。"
"力荐","2018-12-10","2","这个世界这么坏，你是怎么长大的呀？"
"推荐","2018-12-09","0","我围观了一场成人世界对青春的谋杀，围追堵截，头破血流"
"力荐","2018-12-09","3","狗十三的票房远低于无名之辈，也许说明了一点：很多人沉迷于“啊我的生活糟透了”的自我陶醉中，但是他们不喜欢下一句“你这个人不也糟透了”。"
"推荐","2016-09-04","1","比致青春，同桌的你啥的好太多了。。。这才是中国所缺少，也真正需要的青春成长电影。我弱弱的猜。。不让上是不是因为讽刺的太过了。"
"推荐","2018-12-08","0","好几次戳到泪点。巨婴国真人真事。"
"力荐","2018-12-08","2","后来我终于明白了，偏见是刻在人骨子里的，无法改变，我也领悟了，在这样的社会，反抗毫无意义，越早接受，越早成熟。有一天在街上，我终于找到了它，但我最终没有把它争回来，我很开心，也很难过。这是个狗逼的世界，但我们需要狗逼的活着。"
"还行","2018-12-01","1","毛主席说：“《水浒》这部书，好就好在投降。做反面教材，使人民都知道投降派。”我觉得，曹导不该妥协，我们所有人都一边长大一边妥协，够烦的了，大荧幕上来个鱼死网破，也是一个念想。为什么不十三个淋漓尽致痛痛快快？何必所有人都温良恭俭让仁义礼智信？人性有那么干净吗？为了能上映，挥刀成一快，不负投资人。真是荒诞。"
"较差","2019-01-04","0","豆瓣精选十大尬吹文艺片：百鸟朝凤、中邪（已剔除）、嘉年华、24帧、燃烧、大象席地而坐、狗十三…（未完待续）"
"推荐","2018-12-05","0","青春是一场成长的疼痛，当最后落幕是同样的重复，突然想起一首闪着泪光的决定，哪怕多年后内心自我解嘲瞅你那傻缺样。如果我和爸爸一起来看，他不会明白大人对孩子的成长的力量，在外力无法得知确切方向时，生活打击过来你得学会弹性碰撞，内心留下的痕迹会在某一天突然想起，再淡淡一笑，多想说句那些伤害我的终将使我强大啊！啊！啊！"
"推荐","2018-12-13","0","对联上的字，一个不认识。"
"推荐","2018-11-26","0","少女的青春成长之路，典型的溺爱式家庭中的孩子，但是由于父母离异又有了变故。本片大大超乎预期，狗是个很好的线索与切入点，一直为女主角及宠物的命运揪心，配乐也很赞，步步紧逼，营造氛围。尽管女主角家庭条件很不错，但是并不开心，就这样慢慢地长大了。折射出多少中国孩子的成长心路历程。"
"推荐","2016-09-25","1","曹老师在家庭题材上的佳作；叙事流畅，演员表现投入，对白朴实极具生活气息；剪辑常有跳接，或只为加快节奏吧，感觉更像是把20集国产电视剧浓缩成一部2小时电影，也只有科班出身的人才能做得好吧；剧情引出多种家庭社会问题，令人深思，被禁表示不解；配乐糟糕，如果摘掉配乐，依然有节奏才算你NB~"
"推荐","2017-10-20","1","这个是很久很久以前，课上看的了。有点喜欢"
"推荐","2018-12-08","0","18125#狗子和狗子是幸福的，起码有人真心喜欢过它和它。真是太丧了，为什么我要看这么丧的片子，甚至最后连假装美好的结局都不给，叫人怎么欺骗自己这个世界其实并没有这么糟明天会更好？还是吃条巧克力来麻痹一下吧"
"推荐","2014-01-20","1","曹保平最锋利的匕首在这里。"
"力荐","2018-12-07","0","真的，羡慕你们这些没有共鸣的孩子。五星推荐了。"
"还行","2016-07-29","2","没有传说中那么神，不过曹保平的确是商业文艺片导演中影像风格独树一帜的一位。成长就像那杯喝了就想吐的牛奶和那块咽不下去的狗肉。配乐太像悬疑片，剪辑太碎，特写太多，把本该饱满流畅的情绪打乱了。好在少女李玩很灵。"
"推荐","2018-12-16","0","谁不是这样成长起来的，只不过有的人选择了妥协，有的人还在继续抗争。"
"力荐","2018-02-23","0","家长骗你，你不信，就是不对，就是该打，没打死算好的，社会主义救了你。聊斋配乐，差评。麦若愚提过的片子。"
"推荐","2018-11-30","0","两个爱因斯坦，大概就是平行宇宙，以及两段心痛史。逆反的物理少女大概只能在摇滚乐中获得自我。有点迷～晚上回去想把腰乐队的唱片刷两遍"
"力荐","2018-12-10","4","当自己的青春里那些无力改变、无从逃遁、无法消解的成长疼痛，竟被如此真实的还原在大银幕上时，我只能感慨中国家庭的教育缺失，这种感慨既带着无奈的愤怒，又带着侥幸的孤独。我的父母，在我最失意的时候接纳了陪伴我的小狗，在亲戚聚会的酒席上会替不爱喝酒的我找理由开脱，但我知道他们的所谓开明是一种妥协，一些中国传统父母的思想还教育模式仍然根植于他们心里，而孤傲的我，在对这些糟粕文化嗤之以鼻时，却真的有一分成熟的痛。"
"还行","2018-12-10","3","有点难以理解为什么大家对这么多尴尬的戏份视而不见，立意不错，但真的不好看，反正我是没有获得半点共情。人物角色不饱满，匆匆忙忙地拼凑情节，张雪迎汪汪叫重复几十遍的时候，我真的很想离场。"
"力荐","2018-12-04","1","灯光洒下来时我仍对着字幕流泪，听柯本在耳机里吼着""I'm afraid""时彻底在回家路上痛哭流涕。成长为什么这么难啊，偏要声嘶力竭着对抗周围人对心爱的冷漠，偏要鲜血淋漓像条狗一样被殴打，偏要死过一次，偏要学会闪缩客套地笑，偏要磨钝所有神经，才能将自己的尸体一口口嚼碎吞落肚仍说着“谢谢”。“每一场成长都是凶杀案。”希望平行宇宙里楼上真的有只鸟，所有痛苦都能被抚平。凤凰台的锵锵三人行，墙上的Axl Rose，热爱天文，全这样熟悉，你在床头写space travel，你会和爱因斯坦一起听space oddity吗。（列入我最爱的成长电影。）"
"力荐","2018-12-11","2","青春除了蕴含自己可能不再体味的青涩、不再葆有的纯真，还必然伴随着激烈阵痛与辛酸。当我们自认已经成长为大人，却发现它就像路边偶遇的“爱因斯坦”、形同陌路的“初恋”――其实从未消失，只是假装不认识罢了。原来自己心未死、人已老，青春总被雨打风吹去。于是，在影片的最后，看着墙上斑驳的“寻狗启事”，我哭了…"
"推荐","2018-12-18","0","国产式青春残酷物语，电影还是站在批判成年人虚伪与借口 「长大」来满足自身需求的角度，以 「少女与狗」的形式点出无论是孩子还是宠物，都是一种暂时的 「替代品」而已，直到少年成为无药可救的成年人。整体水准颇高，但是其中不少圆滑与刻意的细节却不太喜欢。"
"推荐","2016-08-10","1","矮马终于看上了。想起之前和朋友聊天，他说在大部分的父母无心的教养之下，要成长为一个人格健全的人需要很多后天努力。狗的那条线不错，完整而精细。竟然有腰乐队的歌，最后还看到罗可居的声音设计（期待日后看到大旋旋啊哈哈）。不过配乐太满了>.<按理说这影片我共鸣不多，但有好几处还是被打动了。"
"无评价","2018-04-30","1","剧本真的是太厉害了，有非常强烈的作者风格，简单的故事，摄影、调度都不简单，每个人物都立的起来 而且非常可爱，张雪迎才是初恋的样子才对 喜欢第二个镜头 好看 再回首桥段真的哭死啊....真希望自己一瞬间真的长大了"
"力荐","2018-11-26","2","看的过程中，想起罗振宇那句话“成长的本质，是变得更复杂……成长就是你主观世界和客观世界之间的那条沟，你掉进去了，叫挫折，爬出来了，叫成长”；看完后清醒了，又想起黄执中说的“你们有看过盆栽吗……他们用铁丝去固定那个树的枝丫，好让她长成你想要的样子――那个树没有成长，那个树扭曲了”。@UME新天地 感谢豆娘再次请我看电影。"
"较差","2018-12-16","3","女主角是根据豆瓣网友成长经历改编的吧，觉得自己特立独行不被理解，天天一副受迫害的模样，家人皆祸害，好像整个世界都欠自己的。不过成人的世界确实伪善，就像现在的你我一样"
"较差","2018-12-16","3","她起码有真正爱她的爸爸 不重男轻女的爷爷奶奶 不虐待她的后妈 优秀男同学的青睐 家庭条件优越 还可以学的明白物理 被打之后还有道歉 头脑清醒 我真的很羡慕她 她真的比我幸福"
"推荐","2018-12-04","0","每次看这种真实体现中国式家庭的电影都感慨我有个开明的好妈妈…保护我到现在。当然，在青春期的争吵也是很多的…最先触动我的是一边哭一边放最大声的音乐，我那时候是linkin park吧。被迫长大意味着伪善，不说实话，头也不抬吃下狗肉。"
"推荐","2018-12-05","2","太沉重了。如果没有共鸣，那青春该有多么幸运。"
"推荐","2018-12-11","3","爸爸的陕西话太不标准了 听的我总是出戏 不过爸爸那句啥时候才能长大 一瞬间泪目 可能有些话注定需要岁月的沉淀后才能懂得说话人的心境吧 还有女儿为了父亲吃下狗肉的那一刻说明女儿其实已经长大了 懂得为了父亲去牺牲"
"力荐","2018-12-05","2","少女成熟记+熊孩子如何惯出来的。挑的角色很准～配乐颇为不错。"
"力荐","2018-12-09","1","“我的心在疼痛，就像童年的委屈。”我们就是这样长大的，懂事的，这种事以后还多着呢，可是我们并不想成为这样伪善的大人，但我们只能慢慢把歇斯底里的委屈变成了一个人默默流泪后默默擦干。"
"推荐","2013-12-19","0","@ua西城都荟"
"推荐","2018-12-05","2","看完了不知道该说点什么，片子略显沉闷，因为自己成长期很乖，不是很理解女孩的叛逆，希望她懂事些，但后来她懂事了反倒有点失落还是怎么的，不知道说点什么好。"
"推荐","2018-05-28","1","虽然张雪迎的表演看不出什么层次，但已经是她到现在为止最好的表演了。一个有点脾气的小女孩，渐渐被父亲的“爱”打压下去，学会伪笑。酒桌上的男人/家长、家庭里的代际沟通，既带着传统的缺陷，也具有个人的脾性。"
"力荐","2016-09-24","1","真幸运没错过这部佳作，一部从头至尾让我暗暗爆粗口的电影。狠狠地揭穿了中国式家长与教育、中国式家庭与社会关系。至于隐喻，既深且广，毛骨悚然。豆瓣的剧情简介，货不对版啊。"
"较差","2018-12-11","3","这得多缺爱才能在这种电影里找到共鸣？"
"推荐","2018-01-28","2","吃下的是狗肉，咽下的是对生活深深的失望。这狗13的生活，爱因斯坦再牛13也无解"
"推荐","2018-03-29","3","只有我觉得一个单亲小孩爸爸妈妈不虐待爷爷奶奶很疼爱弟弟不烦人家里还有钱已经是很好结局了吗……"
"力荐","2018-12-16","0","“打你是因为爱你”，这话多恐怖啊！但是跟这里的很多人比起来，她已经生活在比较有爱的家庭了，这么一想就更沮丧了。"
"力荐","2018-02-28","3","成长过程中，从来没有人问过你真正想要什么，也从未有恰到好处的关心，一切你不能接受的言行举止不过都是“为了你好”。在高兴的时候告诉你一个坏消息这种事情，让我学会了不要真正的高兴，谢谢。半夜看 哭到头痛。//青春是一双不合脚的鞋。2018.12.11 大荧幕二刷 谢岛主赠票"
"力荐","2018-11-27","0","看到少女被父亲粗暴打骂时，我控制不住泪水，甚至条件反射似的全身都在颤抖，放佛回到了小时候那一次次被父亲狠狠打骂的恐惧记忆中。"
"还行","2018-12-09","1","各类“丑陋的中国人”"
"力荐","2018-12-24","0","在这片神奇的国度下，谁又不是被草翻在地，又站起来努力往前奔跑的人呢，姑娘是，爸爸是，弟弟也是，谁都逃脱不了。伴着目前双方父母轮番虐打孩子的新闻看，这父母也是家境优越的了，最起码没有靠打孩子来发泄，实属难得！生而不易，别想太多！将就活着得了.......能活着已经不错了！特别感恩活着，谢谢！"
"推荐","2018-12-08","1","我们或许没有义务相互理解，但至少可以相互原谅，因为生而为人无论孩子和大人谁又容易呢？到头来你会发现，成长甚至人生，都像是那场糟糕的演讲，观众中有些人默默支持，有些人好心帮了倒忙，有人只想看热闹，有人只是想完成他的工作，只有你自己才能决定把它演完还是选择放手，但无论哪一种选择，也要自己去做，也要自己站起来向前走。简单归为青春片对它并不公平，因为很大一部分在展示中国式家庭教育的弊端与缺失，父母讲给你的那些道理多半都没有意义，人生中的每一次疼痛还是要自己去尝。"
"推荐","2016-07-03","1","看烈日灼心的时候就感触到，曹保平对于人性的剖析，是透彻到让人凛冽的骨寒。你能清楚的感受到它穿过皮肤，让血管都感受到寒冷。如果说烈日灼心是人性最深处的温柔，狗十三就是人性最深处的寒冷。"
"力荐","2018-12-02","3","和父母一起看的，他们看到的是孩子的不懂事和成长，而我看到了每一个中国小孩都经历过的那些无法反击无法挣脱的痛苦以及忍气吞声的长大。每一个中国小孩和家庭都是如此爸爸。真的很难过。加半分给腰乐队和锵锵三人行。"
"推荐","2018-02-23","1","笼中鸟，出头鸟，比翼鸟，一石三去矣；丧家狗，落水狗，乏走狗，烈火尽烹之。"
"还行","2018-12-02","0","生二胎正确争宠指南请参考约书亚。里面青少年感情戏竟然意外精彩不落俗套？？？甩其他青春片几条街"
"推荐","2018-12-02","1","开心的时候抚弄你，不开心或者觉得你失控了就会伤害你，甚至拳打脚踢。当你冒犯他们的时候，就是你怎么这么不懂事不感恩。哪怕只有几次，那种无助还是刻骨铭心。(等等，片尾的不吃狗肉倡议怎么回事儿？)"
"推荐","2018-12-05","1","很好，出奇的现实，当然，依然有一点变化得太迅猛，还是杨德昌顶级。吃狗肉很扯淡，不可能吞得下的。另外，好多评论会把教育和成长对立，把父母和孩子对立，感觉跟什么哈佛教育家一样，我觉得还挺幼稚的，毕竟这部电影里是没有反派的"
"推荐","2018-12-07","1","成长的驯服及藏在背后的暗黑史各不相同，而我们拥有共同的健忘症。"
"力荐","2018-11-24","2","和女主经历几乎一样，观看时多次泪目，映后曹导说他在处理剧本时放大了戏剧冲突，而在我看来却格外真实。如果这片算2018新片的话应该能排进我的年度前三、铁定的华语片最佳。"
"推荐","2018-12-14","0","长大不易"
"力荐","2013-10-16","0","看完之后整个人都不好了，各种热情讨论，各种纠结"
"力荐","2018-12-02","1","年度十佳，希望想做父母的朋友都去看看，带孩子去"
"力荐","2018-12-13","0","两次寻狗分别是对家人的妥协和对生活的妥协，大人总是以过来人的身份自居，认为自己是对的，可其实孩子才是最讲对错分明的，差的真不是一条狗，而是一个道歉，最后放弃爱因斯坦和吃下狗肉，都是对这狗B生活的无奈，昭昭滑冰，中国式残酷教育也顺利继承到下一代了。"
"推荐","2014-04-16","2","走丢的温顺的爱因斯坦激发了李玩对成人世界的困惑和质疑，被送到狗场绝食的爱因斯坦让李玩开始成长，明白这个成人世界充满疑点的规则也许无法打破。成长的孤独、妥协与无力，是终于可以淡然地说：“幸好它没认出来。”或许，13之后的李玩，和爱因斯坦一起走丢了。"
"推荐","2018-12-06","0","女孩和狗的对位。"
"力荐","2018-01-23","1","吃下狗肉那一刹简直太可怕了！为什么我们的成长环境这么险恶呢？"
"推荐","2018-03-22","0","终于有机会补了张电影票 每个人的童年都该有条叫爱因斯坦的狗 所谓的长大也许就是一夜之间 但残酷的代价是谁说我不在乎"
"力荐","2018-01-28","1","第一个爱因斯坦丢了，第二个爱因斯坦死了，最后一个爱因斯坦“长大成人”了。她嚼碎自我，咽下尊严，吞掉过往，成功被驯化为一只“宠物”。在这个狗13世界，狗有时比人温暖、真诚，人有时比狗卑微、低贱。曹保平，无劣作。"
"还行","2018-12-27","2","不接受什么“对这部片子没有共鸣的孩子都是幸福的”之类的说辞。难看还不让人说了真是……两边的思路我都能理解，像我小伙伴就觉得说孩子太作了，我其实是不同意的。还有电影院里的妹子大声嘘父亲，说他撒谎，我也不同意的。可是这就是现状吧……这电影是真的没有电影样，鼓励一下，3星也不能再多了"
"较差","2018-12-24","0","导演想说的凌驾到角色之上！故弄玄虚矫揉造作！"
"还行","2018-05-13","0","李玩形象是悲哀的，和我们周围的大多数一样，虽说无奈，但悲哀是注定的。电影直指中式教育以及传统文化，野心是有的。在家庭伦理语境下，万千少女的成长多是苦涩，哪来的激情可言。不知道西安话里狗B到底是什么意思，这一耳光由于发力时机、角度等问题没扇响。车里有《再回首》，怎么不是《花房姑娘》"
"还行","2018-12-16","0","-“叔叔，我不会滑”-“你不是会了吗？”前半程演得很尴尬，后半程工整地完成了这个修辞。"
"还行","2018-12-15","0","有狗的十三岁，狗样的十三岁，算是绵里藏针类型的青春电影。原来不是徐娇演的啊…五年了，女主都从童星熬成了青年演员，公映许可证都快过期了，终于能上映了。成长就像牛奶，吐啊吐啊就习惯了。我们也终将学会伪善，找到定位，戴好面具扮演自己的角色。"
"推荐","2018-12-11","1","13岁果然还是13岁啊，连反射弧都是在青春发育的。“小时候遇到事总觉得天要塌了、长大后才发现其实没啥甚至觉得天真可笑。”这句话熟稔于心，但孩童时期那个自给自足的小世界的脆弱与不堪一击却鲜有人刻画。张雪迎听着摇滚吃面条儿的镜头太美了。那个贴着艾薇儿海报床头堆满CD的小房间、在某一刻似乎成了一座无坚不摧的精神堡垒。"
"力荐","2018-12-04","2","太真实到残酷，在这样中国式的教育里，棱角被磨平，当一个孩子变听话了，在父母眼里就是长大了。任何这一代成长起来的人都能在李玩身上找到自己的影子。"
"推荐","2018-08-06","0","看完之后才猛然发现，故事背景下的李玩的年纪，和我的年纪事一模一样的。2016年的时候，我就是在读初三。「如果你有共鸣，那么说明你是和我一样长大的，如果没有的话 你不知道有多幸运。」所以，李玩确实是一个和我非常非常像的人。寄宿在隔代的长辈家（我寄宿在外婆家）、都非常喜欢狗、有一个以爱我的名义而袒护自己的父亲、有一个早熟的表姐、有一个喜欢我的同校男生。影片最后，姐姐和李玩走在路上，碰见一只狗。“ 刚才那只狗长得真像爱因斯坦啊。“ 姐姐听罢，扯她回去质问狗主人狗的来路。李玩什么也没说，只是向狗主人道过歉，然后转身离开。“ 真怕爱因斯坦认出我啊。” 此时的李玩表情平和，早已不再是当初的自己。她羞愧于再见到爱因斯坦，庆幸爱因斯坦没有认出她。"
"推荐","2018-11-25","0","其实十三岁真的是一个节点，这是接受痛的蜕变，接受人生不以自我为中心的人生节点。并不是青春，只是一种回忆。 狗其实就像是部分的自己，依托了，没了，也就遗失了。"
"力荐","2018-12-11","3","十分真实的故事。"
"力荐","2018-12-12","2","人生就是从青春期开始不停的打怪，不停的升级，不停的闯关，直到我们自己变成怪物本身。"
"还行","2018-10-10","3","成人的傲慢是指鹿为马的伪善教育，一腔赤诚则是青春带不走的遗产。剧本比成片出色太多。抛去文本上的指代，比起吕乐，曹保平的镜头语言在影像与情境之间反而起的是间离作用。"
"力荐","2018-12-09","2","数次飙泪。故事以小见大，冷峻客观，道尽中国式教育中一代青少年的悲哀，圆滑隐忍早熟如李玩还能把日子过下去，但有多少娃选择硬碰硬一路把自己刚到崩溃啊。“到底有没有真正的大人？”，少。"
"力荐","2018-07-29","2","陪父亲应酬，看着一桌油腻的男人，我不想成为他们；在家庭里，没有人想了解我，他们只将“懂事”代代传递…在大人的世界里，我永远是异类。后半段的镜头运用好细腻，让我完全感同身受了。 如果这就是长大，我不想长大。我不会附和他们。我知道我是对的。不管十三岁还是十六还是以后。我都不会挤出一个笑容，然后乖巧地说，谢谢叔叔。 这个父亲，真的是好爸爸。尊重孩子的爱好，专门买狗陪孩子，甚至打完孩子发现自己错了还会哭着道歉。要是这个爸爸是我的爸爸，我该谢天谢地了吧。 想起当年，姑姑家的狗生了崽子，我想带一只回家养。我的父亲，把狗从我怀里抢走，然后把哭闹的我拽出门去，只因为他嫌狗吵。他从来没有夸过我一句，哪怕我拿了演讲比赛的一等奖，哪怕我考了班里第一名。他下手不比电影里的爸爸轻。而他不会道歉，因为他永远是对的。"
"推荐","2018-12-05","0","4.5 曹保平职业生涯最佳了 要是五年前上映 恐怕张雪迎也不需要上什么演戏综艺 不会比文淇混的差"
"推荐","2013-11-15","2","青春成长的代价，血与泪。最后二十几分钟，把片子推向另一层次。难忘李玩最后在巷尾的哭，以及在车里问父亲，你和妈是怎么开始的？父亲哭得不能自己。没有白等。"
"推荐","2018-12-04","1","狗B的家庭和狗B的教育孕育出狗B的青年生活在狗B的社会。"
"还行","2018-12-21","1","核心的问题是，每个人都没有选择诚实地生活。所以他爸一会儿大哭一会儿狂喜，因为他总觉得自己没办法，一切都是能搪塞就搪塞过去。李玩最后也没能免于落入俗套。我的成长过程就是和父母漫长的抗争，当他们有道理时，打我也应该，当他们不讲道理时，打死我我也不服从。我觉得我没能长成一个伪善的人，是因为我诚实地面对了我的生活。这种心安理得和无所畏惧，大概伪善的随波逐流的人不能懂。"
"推荐","2018-11-25","4","哭唧唧的爸爸从头哭到尾，新生命的诞生喜极而泣、打了李玩痛心疾首而泣、李玩那句谢谢清醒而泣、面对已散前妻来电失去而泣，不是说以后经历的还会很多么，那爸爸你为什么还这么爱哭？"
"推荐","2018-11-27","0","“我就没见过离开家还能回来的”,一开始以为说的是爸爸,最后才发现说的是妈妈。面对每一次父亲的哄骗和打压,女孩从抗拒到接纳,孩子的麻木成了大人眼中的“长大”。特别喜欢演爸爸的演员,你可能没有这样的爸爸,但是你一定见过这样的“大人”。愿我不会成为这样的大人。愿每个孩子被温柔对待。ps:有些情节设置还是掉到青春片套路陷阱里了。"
"还行","2013-10-17","0","百老汇电影中心，豆瓣送票。很好，或多或少看到些自己小时候的影子和养过的狗，很多情节抓住中国式教育孩子方法的精髓，因此非常触动人心。只是片名起得过于噱头，看之前完全没想到会是这种故事。"
"力荐","2018-01-27","1","被尊老观绑架，被爱幼观绑架，被家长双标，衡量懂事与否的标准全看分数……这样的成长真的太中国了！就因为这些，我们失去了很多那时不该失去的东西，也见识了很多那时不该看到的东西――被逼着学会了一个人处理情绪，被催着变得成熟。哎～那句酒后的“你见过真正的大人吗？”真TM糟心！"
"力荐","2018-12-05","3","年度最佳！纯粹靠渲染力和代入感！至今仍记得我中学因为晚归，我爸因为工作家庭上的不顺利一晚狂扇我14个耳光发泄，第二天故理性跟我讲道理。永远不会明白懂事跟顺从的区别。"
